,x,y
0,-9.58641410146307,-11.067354244069097
1,-1.710629219088835,0.04117673263741333
2,-7.007218813673137,-4.770115649302754
3,-6.717227280156439,0.9084508289985991
4,-6.03970614035486,0.36603495257981705
5,-2.7264552270438838,-11.959611584177312
6,-9.00806281143648,0.8098261723117108
7,-1.0962292431480876,0.0049241561388272265
8,0.5997412955262541,-6.9192362240920495
9,-9.249495800299293,-2.8308575791213464
10,3.454850871763218,-5.620387681710658
11,-10.086438209409991,1.011829421337223
12,-11.185326892767682,-12.369086101231852
13,-5.202714694288456,-8.355644145491294
14,-8.982691649326146,-9.047647173481849
15,-9.144464421847646,-0.6543731311217853
16,-7.312447365472603,0.5246670612680941
17,-9.839713074242754,-11.50466174807931
18,-8.915999766612087,0.7980349797144348
19,-10.98489680605731,-13.23243664413284
20,-12.305601439479336,-10.86130073755216
21,-11.549497253683171,-6.116297875333028
22,-6.134885217497711,-5.636031778406974
23,-11.761231411041008,-10.672345857991514
24,-8.910639179168006,0.8018240484636722
25,-13.060803921254356,-12.259332447922569
26,3.9429942356789636,0.15810226605222408
27,-11.230331994139409,-9.665984769145247
28,-5.671118254512406,-6.986305682858735
29,-6.596227472844948,-2.425715122060116
30,-9.73057363646912,-0.35475250243099454
31,-3.178641119663598,-3.3010225566245213
32,1.9718478173657832,-0.9369674469384364
33,-8.677456740541308,0.7557268064775446
34,-10.379949436543033,-2.67605867799029
35,-9.797543007011974,0.9561791221587487
36,-3.1859659962726434,-12.085760470018728
37,-10.671110780772677,1.1362280051482823
38,2.9615905910259435,-7.834654149935276
39,-10.77090902880473,-7.740082263016856
40,-6.34446773777375,-9.295419390396244
41,-9.57266176128534,-12.6443026231112
42,-7.798512235433805,-10.991749133694919
43,3.1087814135391723,-6.093288102907063
44,2.3259329031638507,-0.3961406232053102
45,-11.023335446874333,1.2137665934442126
46,3.0684287201813425,-4.124742407980911
47,-4.746418871665105,-7.781109533176368
48,3.0788488883026517,-8.103271860724693
49,-7.16173365537797,0.516767426234451
50,1.4544816468330255,-4.058331304424387
51,2.084295442050546,-1.61063011112623
52,1.2435657095815562,-4.184937685955442
53,-4.7635298927162735,0.2246537633485632
54,1.8436495831213502,-3.8344309570456745
55,2.27049930019947,-7.4251589655242105
56,3.5226553058092294,-12.521741775122296
57,-5.990933758996097,-13.089177948604231
58,4.374963660229289,-8.634309895065513
59,-0.8537407970957511,-11.569229079676214
60,-4.44059919795186,0.616537431731222
61,-1.5913893824959202,-6.93347647024014
62,-3.4325021716160053,-3.625798947186724
63,-0.20726580123042765,-2.2549951980263887
64,-7.088669296973383,-5.859928088349282
65,-7.447176267618957,-4.555132366803249
66,-11.735354632656593,-12.9105970798742
67,-12.427754457220335,-5.466743423088981
68,-1.3456997988960337,-9.337583987111351
69,-0.2208975846902266,-10.17233590400396
70,-5.9722327775551065,-3.0412775893167354
71,1.8517735009639722,0.03759838702520508
72,-2.420097724580328,0.05604012888867252
73,-5.71079137147131,-0.4562385708960438
74,1.0140092347223457,0.01856278074987864
75,-8.02642449167805,-8.999700367881873
76,0.5187672554120583,-1.310293921541621
77,-0.05911759960604453,-0.5093626528548676
78,0.44529555530572296,-7.03318861313465
79,-10.612670530918065,1.1330943697417504
80,-1.5964744423135606,-4.663826856013411
81,-5.351731655585113,0.28254628918431357
82,-0.13837200301137884,0.20992815632104525
83,-11.35849302714829,-11.531094858404705
84,1.9803612810918434,-12.209190258624734
85,-3.0417722114708114,-8.208682562688232
86,2.997636212912201,-9.463728895723486
87,-10.264972381559543,-12.414303287010428
88,-1.80411059070119,1.1464874474482445
89,-8.871007114011597,-13.029414318525024
90,-0.5556442117148055,-10.164862696749202
91,-4.996886082396262,-8.412687711342608
92,-6.6343508823628525,-11.949160182658797
93,-10.128974894893316,-4.152503660945354
94,2.7357789639900303,-8.614740311818501
95,-4.625741410788084,0.20855101004559465
96,-12.102639534269954,-8.497857368745736
97,-7.625667812882643,-2.856759405799277
98,-1.8589065070878634,-8.726250822166227
99,-6.966386137110912,-11.019629449862151
