,x,y
0,-420.32831936756577,80.56890538582114
1,-113.35594794050579,-546.3157736616952
2,-307.9444710048051,48.56717003494131
3,436.04168225372473,-51.867580308468014
4,-68.23027064369153,233.84822567077217
5,388.9446249666178,-381.96789565667774
6,-250.931990879597,-575.9763585830148
7,236.92657531110416,-144.12112912928112
8,294.78883019440934,440.3983583032099
9,-507.3317286930707,-538.3597833691252
10,-321.19298074138635,332.22680539779986
11,-545.2464720104879,298.4213017581081
12,48.50446320766789,-542.9294617543839
13,-466.1954089377853,-377.23522918489635
14,356.44577812847945,170.73669300569995
15,288.0113552371775,522.5520340829398
16,-202.03287760387616,265.798608144583
17,-566.1781609072357,297.9760752975196
18,-364.9072470038618,337.88823899247717
19,-3.8762331273801713,-171.50186101315427
20,280.6689314298769,-310.82692931420127
21,119.52205772285565,-590.2498217592766
22,438.7427231780312,-567.2051692719288
23,486.7852109009922,343.69506908292453
24,480.86892038611575,433.08528178044946
25,617.5688778512492,-117.47224681198456
26,-309.3028873438084,470.3867212972024
27,-521.8475386132895,-597.2957213424966
28,290.03021662730725,-226.95811052876502
29,-80.49963556119734,-131.73914942345093
30,360.9396818542219,211.1444124343919
31,-131.58849629415263,511.0808243869595
32,-75.77030903369045,-564.7515360574304
33,278.9568692220659,-334.0430057593698
34,-65.5029043785475,-118.38361127496691
35,-556.6659638762825,564.2678085635777
36,135.23751851101173,-343.5423915586364
37,-483.9638803019581,-428.32585078771467
38,-278.280890886341,-361.44505963213106
39,-576.3371034805564,-553.1945551377929
40,505.59635608049183,85.3311231089623
41,-542.577223946204,39.441997659189816
42,-559.6268155155562,-269.779047268202
43,386.74263225909806,280.2415961464314
44,244.0145455820137,-458.200553608469
45,-289.7744656923789,-464.3086047778641
46,-403.4752479250663,-345.7142677393482
47,-590.7645849558924,-274.35825210115576
48,217.99183889419095,-273.4685422984038
49,551.4411209428637,264.56980548745776
50,533.5424054508514,-67.43673843033193
51,-268.8966968047878,543.8795267581969
52,503.17304503324243,-52.10651152430781
53,372.7057559954507,432.6841397330276
54,218.33739462573865,263.51653723235944
55,178.13451498854823,-159.22538743744707
56,-197.74092430317032,441.58171997981674
57,196.08639111372912,505.5756118297317
58,-606.7723205466822,-534.4448273628597
59,541.9058045332483,361.08009665297664
60,416.23025579052,133.321337029832
61,-198.33586121558898,-439.7063139045956
62,-223.3572073609036,-241.1918195453035
63,305.89173923315514,-451.8681905034099
64,-564.59460103716,43.497290793348796
65,-282.6862633150232,35.01592494749443
66,134.89518596412347,476.52511327404625
67,234.45319250690002,-515.4254089495895
68,-219.47874409241226,-440.97965610579706
69,-189.53034856798112,-7.756454560993631
70,77.78440266686617,504.23473730393624
71,297.366806259609,478.03731029014864
72,-279.26408354846234,-166.91423204469345
73,-313.62330347199435,203.93474661866975
74,-195.76416488332467,-491.3454840024451
75,212.42824672531702,98.13069798350007
76,198.57918769514004,-241.15894420004503
77,-61.7022288936206,46.983224620526144
78,299.43108261562236,-219.11135948782209
79,577.8185034768553,-240.42274592707378
80,153.99637325888736,539.2966026420207
81,532.1175655902478,302.29251320821146
82,-297.3726920416474,163.7888508895523
83,-324.86173569463824,550.303733693264
84,421.4277081891286,-355.32859933688826
85,71.22345634785457,-381.07998824185506
86,-1.1752699948851206,158.46666739635478
87,388.17221874899275,-20.051395191637962
88,-442.2120209995975,594.5629481906777
89,498.0122028332426,188.48380612765996
90,-345.9497489605943,561.707343697218
91,-468.96420672185894,-375.23351639575793
92,162.1029638536408,-515.149214908799
93,257.51948892997854,-298.61763416201313
94,-434.45795811397267,-598.9598226089654
95,-553.3506532745644,-454.8936262729179
96,-123.81933791374807,498.5461865323313
97,433.5430455592976,495.385964292456
98,594.5646715447299,-470.6364539799124
99,-243.2655420918753,12.053820734962011
